Timestamp,Longitude,Latitude,Operatorname,Node,CellID,LAC,NetworkTech,Level,Qual,SNR,CQI,LTERSSI,EventType,EventDetails,State,SourceFile
2025.07.18_22.31.32,-17.437676,14.659508,1022,5,4112,4G,-93,-8.0,2.0,,-67.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.33,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.33,-17.437777,14.659511,1022,5,4112,4G,-89,-8.0,2.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.34,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.34,-17.437777,14.659511,1022,5,4112,4G,-89,-8.0,2.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.35,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.35,-17.437777,14.659511,1022,5,4112,4G,-98,-13.0,3.0,,-67.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.36,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.36,-17.437777,14.659511,1022,5,4112,4G,-98,-13.0,1.0,,-67.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.37,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-13,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.37,-17.437777,14.659511,1171,5,4112,4G,-91,-10.0,1.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.37,-17.437777,14.659511,1171,5,4112,4G,-91,-10.0,1.0,,-63.0,,608-03-4112-1022-5-1673-486:608-03-4112-1171-5-1673-329,I,,expresso_log_events.txt
2025.07.18_22.31.38,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.38,-17.437777,14.659511,1171,5,4112,4G,-91,-10.0,1.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.39,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.39,-17.437777,14.659511,1171,5,4112,4G,-99,-12.0,1.0,,-69.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.40,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.40,-17.437777,14.659511,1171,5,4112,4G,-99,-12.0,1.0,,-69.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.40,-17.437777,14.659511,1171,5,4112,4G,-99,-12.0,1.0,,-69.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.41,-17.437777,14.659511,NO COVERAGE,-1,--,-200,-12,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.41,-17.437777,14.659511,1171,5,4112,4G,-94,-8.0,1.0,,-67.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.42,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.42,-17.437878,14.659513,1171,5,4112,4G,-94,-8.0,1.0,,-67.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.43,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.43,-17.437878,14.659513,1171,5,4112,4G,-90,-9.0,1.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.44,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.44,-17.437878,14.659513,1171,5,4112,4G,-90,-9.0,1.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.45,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.45,-17.437878,14.659513,1171,5,4112,4G,-96,-9.0,2.0,,-69.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.46,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.46,-17.437878,14.659513,1171,5,4112,4G,-96,-9.0,2.0,,-69.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.47,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.47,-17.437878,14.659513,1171,5,4112,4G,-95,-8.0,2.0,,-69.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.48,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.48,-17.437878,14.659513,1171,5,4112,4G,-95,-8.0,4.0,,-69.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.49,-17.437878,14.659513,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.49,-17.437878,14.659513,1171,5,4112,4G,-91,-9.0,4.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.50,-17.437981,14.659535,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.50,-17.437981,14.659535,1171,5,4112,4G,-91,-9.0,6.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.51,-17.437981,14.659535,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.51,-17.437981,14.659535,1171,5,4112,4G,-89,-8.0,6.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.52,-17.437981,14.659535,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.52,-17.437981,14.659535,1171,5,4112,4G,-89,-8.0,6.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.53,-17.437981,14.659535,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.53,-17.437981,14.659535,1171,5,4112,4G,-92,-11.0,6.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.54,-17.437981,14.659535,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.54,-17.437981,14.659535,1171,5,4112,4G,-92,-11.0,6.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.55,-17.437981,14.659535,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.55,-17.437981,14.659535,1171,5,4112,4G,-89,-8.0,7.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.56,-17.437981,14.659535,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.56,-17.437981,14.659535,1171,5,4112,4G,-89,-8.0,7.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.57,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.57,-17.438073,14.659556,1171,5,4112,4G,-92,-9.0,7.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.58,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.58,-17.438073,14.659556,1171,5,4112,4G,-92,-9.0,7.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.31.59,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.31.59,-17.438073,14.659556,1171,5,4112,4G,-92,-8.0,7.0,,-67.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.00,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.00,-17.438073,14.659556,1171,5,4112,4G,-92,-8.0,7.0,,-67.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.01,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.01,-17.438073,14.659556,1171,5,4112,4G,-89,-8.0,9.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.02,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.02,-17.438073,14.659556,1171,5,4112,4G,-89,-8.0,9.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.03,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.03,-17.438073,14.659556,1171,5,4112,4G,-90,-9.0,9.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.04,-17.438073,14.659556,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.04,-17.438073,14.659556,1171,5,4112,4G,-90,-9.0,9.0,,-63.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.05,-17.43816,14.659597,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.05,-17.43816,14.659597,1171,5,4112,4G,-84,-6.0,9.0,,-59.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.06,-17.43816,14.659597,NO COVERAGE,-1,--,-200,-6,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.06,-17.43816,14.659597,1171,5,4112,4G,-84,-6.0,9.0,,-59.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.07,-17.43816,14.659597,NO COVERAGE,-1,--,-200,-6,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.07,-17.43816,14.659597,1171,5,4112,4G,-88,-10.0,9.0,,-59.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.08,-17.43816,14.659597,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.32.08,-17.43816,14.659597,1171,5,4112,4G,-88,-10.0,9.0,,-59.0,,I,,,expresso_log_events.txt
2025.07.18_22.32.23,-17.438252,14.659642,expresso,1171,5,4112,4G,-88.0,-7.0,11.0,,-65.0,CALL_START,608-03-4112-1171-5 VOICE SEQUENCE:9,I,expresso_log_events.txt
2025.07.18_22.32.25,-17.438358,14.659666,expresso,2,10176,3000,3G,-63.0,-3.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1171-5-1673-329:608-03-3000-2-10176-10662-29,V,expresso_log_events.txt
2025.07.18_22.32.25,-17.438358,14.659666,expresso,2,10176,3000,3G,-63.0,-3.0,,,,CSFB_4G3G,2715,V,expresso_log_events.txt
2025.07.18_22.33.08,-17.438833,14.659757,expresso,2,10176,3000,3G,-65.0,-8.0,,,,CALL_END,608-03-3000-2-10176 VOICE SEQUENCE:9,V,expresso_log_events.txt
2025.07.18_22.33.20,-17.439019,14.659832,expresso,2,11715,3000,3G,-61.0,-4.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-10176-10662-29:608-03-3000-2-11715-10662-29,V,expresso_log_events.txt
2025.07.18_22.33.41,-17.4392,14.659893,expresso,2,11715,3000,3G,-65.0,-3.0,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.33.42,-17.439292,14.659922,expresso,2,11715,3000,3G,-57.0,-3.0,,,,CALL_END,608-03-3000-2-11715,I,expresso_log_events.txt
2025.07.18_22.33.43,-17.439292,14.659922,expresso,2,11715,3000,3G,-57.0,-3.0,,,,START UPLOAD,I,,expresso_log_events.txt
2025.07.18_22.33.45,-17.439292,14.659922,NO COVERAGE,0,-1,--,-200,-3.0,,,,,I,,,expresso_log_events.txt
2025.07.18_22.33.45,-17.439292,14.659922,2,11715,3000,3G,-113,-3.0,,,,,I,,,expresso_log_events.txt
2025.07.18_22.33.46,-17.439292,14.659922,NO COVERAGE,0,-1,--,-200,-3.0,,,,,I,,,expresso_log_events.txt
2025.07.18_22.33.46,-17.439292,14.659922,1171,5,4112,4G,-113,-3.0,,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.46,-17.439292,14.659922,1171,5,4112,4G,-72,-6.0,13.0,,-51.0,,608-03-3000-2-11715-10662-29:608-03-4112-1171-5-1673-329,I,,expresso_log_events.txt
2025.07.18_22.33.47,-17.439292,14.659922,NO COVERAGE,-1,--,-200,-6,,,,,,,,,expresso_log_events.txt
2025.07.18_22.33.47,-17.439292,14.659922,1171,5,4112,4G,-72,-6.0,13.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.48,-17.439292,14.659922,NO COVERAGE,-1,--,-200,-6,,,,,,,,,expresso_log_events.txt
2025.07.18_22.33.48,-17.439292,14.659922,1171,5,4112,4G,-74,-7.0,13.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.49,-17.439292,14.659922,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.33.49,-17.439292,14.659922,1171,5,4112,4G,-74,-7.0,13.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.50,-17.439292,14.659922,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.33.50,-17.439292,14.659922,1171,5,4112,4G,-75,-7.0,13.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.51,-17.439398,14.659936,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.33.51,-17.439398,14.659936,1171,5,4112,4G,-75,-7.0,13.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.52,-17.439398,14.659936,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.33.52,-17.439398,14.659936,1171,5,4112,4G,-79,-8.0,13.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.53,-17.439398,14.659936,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.33.53,-17.439398,14.659936,1171,5,4112,4G,-79,-8.0,13.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.33.56,-17.439398,14.659936,expresso,1171,5,4112,4G,-78.0,-9.0,11.0,,-51.0,START DOWNLOAD,D,,expresso_log_events.txt
2025.07.18_22.34.39,-17.439474,14.660112,expresso,1171,5,4112,4G,-67.0,-10.0,3.0,,-51.0,CALL_START,608-03-4112-1171-5 VOICE SEQUENCE:10,I,expresso_log_events.txt
2025.07.18_22.34.41,-17.439474,14.660112,expresso,2,41713,3000,3G,-61.0,-4.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1171-5-1673-329:608-03-3000-2-41713-2947-7,V,expresso_log_events.txt
2025.07.18_22.34.41,-17.439474,14.660112,expresso,2,41713,3000,3G,-61.0,-4.0,,,,CSFB_4G3G,2040,V,expresso_log_events.txt
2025.07.18_22.34.42,-17.439474,14.660112,expresso,2,41712,3000,3G,-61.0,-4.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-41713-2947-7:608-03-3000-2-41712-2947-7,V,expresso_log_events.txt
2025.07.18_22.34.43,-17.439407,14.660181,expresso,2,41713,3000,3G,-51.0,-3.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-41712-2947-7:608-03-3000-2-41713-2947-7,V,expresso_log_events.txt
2025.07.18_22.34.47,-17.439407,14.660181,expresso,2,41712,3000,3G,-61.0,-3.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-41713-2947-7:608-03-3000-2-41712-2947-7,V,expresso_log_events.txt
2025.07.18_22.35.24,-17.439173,14.660506,expresso,2,41712,3000,3G,-53.0,-2.0,,,,CALL_END,608-03-3000-2-41712 VOICE SEQUENCE:10,V,expresso_log_events.txt
2025.07.18_22.35.57,-17.439064,14.66066,expresso,2,41712,3000,3G,-55.0,,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.35.59,-17.439064,14.66066,expresso,2,41712,3000,3G,-61.0,,,,,CALL_END,608-03-3000-2-41712,I,expresso_log_events.txt
2025.07.18_22.35.59,-17.439064,14.66066,expresso,2,41712,3000,3G,-61.0,,,,,START UPLOAD,I,,expresso_log_events.txt
2025.07.18_22.36.02,-17.439064,14.66066,NO COVERAGE,0,-1,--,-200,,,,,,I,,,expresso_log_events.txt
2025.07.18_22.36.02,-17.439064,14.66066,2,41712,3000,3G,-113,,,,,,I,,,expresso_log_events.txt
2025.07.18_22.36.03,-17.439064,14.66066,NO COVERAGE,0,-1,--,-200,,,,,,I,,,expresso_log_events.txt
2025.07.18_22.36.03,-17.439064,14.66066,1171,5,4112,4G,-113,,,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.03,-17.439064,14.66066,1171,5,4112,4G,-72,-8.0,25.0,,-51.0,,608-03-3000-2-41712-2947-7:608-03-4112-1171-5-1673-329,I,,expresso_log_events.txt
2025.07.18_22.36.04,-17.439064,14.66066,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.04,-17.439064,14.66066,1171,5,4112,4G,-72,-8.0,25.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.05,-17.439064,14.66066,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.05,-17.439064,14.66066,1171,5,4112,4G,-67,-8.0,25.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.06,-17.439064,14.66066,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.06,-17.439064,14.66066,1171,5,4112,4G,-67,-8.0,22.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.07,-17.439064,14.66066,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.07,-17.439064,14.66066,1171,5,4112,4G,-67,-7.0,22.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.08,-17.439011,14.66074,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.08,-17.439011,14.66074,1171,5,4112,4G,-67,-7.0,22.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.09,-17.439011,14.66074,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.09,-17.439011,14.66074,1171,5,4112,4G,-68,-8.0,22.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.10,-17.439011,14.66074,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.10,-17.439011,14.66074,1171,5,4112,4G,-68,-8.0,20.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.11,-17.439011,14.66074,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.11,-17.439011,14.66074,1171,5,4112,4G,-70,-7.0,20.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.12,-17.439011,14.66074,1171,5,4112,4G,-70,-7.0,20.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.12,-17.439011,14.66074,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.12,-17.439011,14.66074,1171,5,4112,4G,-70,-7.0,20.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.13,-17.439011,14.66074,NO COVERAGE,-1,--,-200,-7,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.13,-17.439011,14.66074,1171,5,4112,4G,-72,-8.0,20.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.14,-17.438954,14.660816,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.14,-17.438954,14.660816,1171,5,4112,4G,-72,-8.0,20.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.15,-17.438954,14.660816,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.15,-17.438954,14.660816,1171,5,4112,4G,-73,-8.0,17.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.16,-17.438954,14.660816,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.16,-17.438954,14.660816,1171,5,4112,4G,-73,-8.0,17.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.17,-17.438954,14.660816,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.17,-17.438954,14.660816,1171,5,4112,4G,-70,-8.0,17.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.18,-17.438954,14.660816,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.18,-17.438954,14.660816,1171,5,4112,4G,-70,-8.0,17.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.19,-17.438954,14.660816,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.36.19,-17.438954,14.660816,1171,5,4112,4G,-70,-8.0,17.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.36.54,-17.438789,14.661166,expresso,1171,5,4112,4G,-75.0,-7.0,14.0,,-51.0,CALL_START,608-03-4112-1171-5 VOICE SEQUENCE:11,I,expresso_log_events.txt
2025.07.18_22.36.57,-17.438789,14.661166,expresso,2,11717,3000,3G,-73.0,-6.0,,,,CSFB_4G3G,2295,V,expresso_log_events.txt
2025.07.18_22.36.57,-17.438789,14.661166,expresso,2,11717,3000,3G,-73.0,-6.0,,,,IRAT_HANDOVER_VOICE_4G3G,608-03-4112-1171-5-1673-329:608-03-3000-2-11717-10687-5,V,expresso_log_events.txt
2025.07.18_22.36.59,-17.438789,14.661166,expresso,2,11718,3000,3G,-71.0,-6.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-11717-10687-5:608-03-3000-2-11718-10687-5,V,expresso_log_events.txt
2025.07.18_22.37.00,-17.438789,14.661166,expresso,2,11717,3000,3G,-67.0,-5.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-11718-10687-5:608-03-3000-2-11717-10687-5,V,expresso_log_events.txt
2025.07.18_22.37.04,-17.438733,14.661242,expresso,2,11718,3000,3G,-71.0,-4.0,,,,HANDOVER_VOICE_3G3G,608-03-3000-2-11717-10687-5:608-03-3000-2-11718-10687-5,VD,expresso_log_events.txt
2025.07.18_22.37.39,-17.438733,14.661242,expresso,2,11718,3000,3G,-63.0,,,,,CALL_END,608-03-3000-2-11718 VOICE SEQUENCE:11,V,expresso_log_events.txt
2025.07.18_22.38.13,-17.438733,14.661242,expresso,2,11718,3000,3G,-61.0,-2.0,,,,START PING,V,,expresso_log_events.txt
2025.07.18_22.38.16,-17.438813,14.66129,expresso,2,11718,3000,3G,-63.0,-2.0,,,,CALL_END,608-03-3000-2-11718,D,expresso_log_events.txt
2025.07.18_22.38.17,-17.438813,14.66129,expresso,2,11718,3000,3G,-63.0,-2.0,,,,START UPLOAD,D,,expresso_log_events.txt
2025.07.18_22.38.19,-17.438813,14.66129,NO COVERAGE,0,-1,--,-200,-2.0,,,,,I,,,expresso_log_events.txt
2025.07.18_22.38.19,-17.438813,14.66129,1171,5,4112,4G,-55,-2.0,,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.19,-17.438813,14.66129,1171,5,4112,4G,-74,-8.0,6.0,,-51.0,,608-03-3000-2-11718-10687-5:608-03-4112-1171-5-1673-329,I,,expresso_log_events.txt
2025.07.18_22.38.20,-17.438813,14.66129,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.20,-17.438813,14.66129,1171,5,4112,4G,-74,-8.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.21,-17.438813,14.66129,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.21,-17.438813,14.66129,1171,5,4112,4G,-74,-8.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.22,-17.438813,14.66129,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.22,-17.438813,14.66129,1171,5,4112,4G,-74,-8.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.23,-17.438813,14.66129,NO COVERAGE,-1,--,-200,-8,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.23,-17.438813,14.66129,1171,5,4112,4G,-72,-10.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.24,-17.438813,14.66129,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.24,-17.438813,14.66129,1171,5,4112,4G,-72,-10.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.25,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.25,-17.438908,14.661302,1171,5,4112,4G,-71,-11.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.26,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.26,-17.438908,14.661302,1171,5,4112,4G,-71,-11.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.27,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.27,-17.438908,14.661302,1171,5,4112,4G,-71,-9.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.28,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.28,-17.438908,14.661302,1171,5,4112,4G,-71,-9.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.29,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-9,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.29,-17.438908,14.661302,1171,5,4112,4G,-74,-10.0,6.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.30,-17.438908,14.661302,1171,5,4112,4G,-74,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.30,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.30,-17.438908,14.661302,1171,5,4112,4G,-74,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.31,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.31,-17.438908,14.661302,1171,5,4112,4G,-69,-11.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.32,-17.438908,14.661302,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.32,-17.438908,14.661302,1171,5,4112,4G,-69,-11.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.33,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-11,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.33,-17.438995,14.661355,1171,5,4112,4G,-69,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.34,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
2025.07.18_22.38.34,-17.438995,14.661355,1171,5,4112,4G,-69,-10.0,9.0,,-51.0,,I,,,expresso_log_events.txt
2025.07.18_22.38.35,-17.438995,14.661355,NO COVERAGE,-1,--,-200,-10,,,,,,,,,expresso_log_events.txt
