Timestamp	Longitude	Latitude	Operatorname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	EventType	EventDetails	State
2025.07.18_22.31.42	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.42	-17.437878	14.659513		1171	5	4112	4G	-94	-8	1.0	-	-67	IN_COVERAGE		I
2025.07.18_22.31.43	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.43	-17.437878	14.659513		1171	5	4112	4G	-90	-9	1.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.44	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.44	-17.437878	14.659513		1171	5	4112	4G	-90	-9	1.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.45	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.45	-17.437878	14.659513		1171	5	4112	4G	-96	-9	2.0	-	-69	IN_COVERAGE		I
2025.07.18_22.31.46	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.46	-17.437878	14.659513		1171	5	4112	4G	-96	-9	2.0	-	-69	IN_COVERAGE		I
2025.07.18_22.31.47	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.47	-17.437878	14.659513		1171	5	4112	4G	-95	-8	2.0	-	-69	IN_COVERAGE		I
2025.07.18_22.31.48	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.48	-17.437878	14.659513		1171	5	4112	4G	-95	-8	4.0	-	-69	IN_COVERAGE		I
2025.07.18_22.31.49	-17.437878	14.659513	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.49	-17.437878	14.659513		1171	5	4112	4G	-91	-9	4.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.50	-17.437981	14.659535	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.50	-17.437981	14.659535		1171	5	4112	4G	-91	-9	6.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.51	-17.437981	14.659535	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.51	-17.437981	14.659535		1171	5	4112	4G	-89	-8	6.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.52	-17.437981	14.659535	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.52	-17.437981	14.659535		1171	5	4112	4G	-89	-8	6.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.53	-17.437981	14.659535	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.53	-17.437981	14.659535		1171	5	4112	4G	-92	-11	6.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.54	-17.437981	14.659535	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.54	-17.437981	14.659535		1171	5	4112	4G	-92	-11	6.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.55	-17.437981	14.659535	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.55	-17.437981	14.659535		1171	5	4112	4G	-89	-8	7.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.56	-17.437981	14.659535	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.56	-17.437981	14.659535		1171	5	4112	4G	-89	-8	7.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.57	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.57	-17.438073	14.659556		1171	5	4112	4G	-92	-9	7.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.58	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.58	-17.438073	14.659556		1171	5	4112	4G	-92	-9	7.0	-	-63	IN_COVERAGE		I
2025.07.18_22.31.59	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.31.59	-17.438073	14.659556		1171	5	4112	4G	-92	-8	7.0	-	-67	IN_COVERAGE		I
2025.07.18_22.32.00	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.00	-17.438073	14.659556		1171	5	4112	4G	-92	-8	7.0	-	-67	IN_COVERAGE		I
2025.07.18_22.32.01	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.01	-17.438073	14.659556		1171	5	4112	4G	-89	-8	9.0	-	-63	IN_COVERAGE		I
2025.07.18_22.32.02	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.02	-17.438073	14.659556		1171	5	4112	4G	-89	-8	9.0	-	-63	IN_COVERAGE		I
2025.07.18_22.32.03	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.03	-17.438073	14.659556		1171	5	4112	4G	-90	-9	9.0	-	-63	IN_COVERAGE		I
2025.07.18_22.32.04	-17.438073	14.659556	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.04	-17.438073	14.659556		1171	5	4112	4G	-90	-9	9.0	-	-63	IN_COVERAGE		I
2025.07.18_22.32.05	-17.43816	14.659597	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.05	-17.43816	14.659597		1171	5	4112	4G	-84	-6	9.0	-	-59	IN_COVERAGE		I
2025.07.18_22.32.06	-17.43816	14.659597	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.06	-17.43816	14.659597		1171	5	4112	4G	-84	-6	9.0	-	-59	IN_COVERAGE		I
2025.07.18_22.32.07	-17.43816	14.659597	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.07	-17.43816	14.659597		1171	5	4112	4G	-88	-10	9.0	-	-59	IN_COVERAGE		I
2025.07.18_22.32.08	-17.43816	14.659597	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.32.08	-17.43816	14.659597		1171	5	4112	4G	-88	-10	9.0	-	-59	IN_COVERAGE		I
2025.07.18_22.32.23	-17.438252	14.659642	expresso	1171	5	4112	4G	-88	-7	11.0	-	-65	CALL_START	608-03-4112-1171-5 VOICE SEQUENCE:9	I
2025.07.18_22.32.25	-17.438358	14.659666	expresso	2	10176	3000	3G	-63	-3	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-4112-1171-5-1673-329:608-03-3000-2-10176-10662-29	V
2025.07.18_22.32.25	-17.438358	14.659666	expresso	2	10176	3000	3G	-63	-3	-	-	-	CSFB_4G3G	2715	V
2025.07.18_22.33.08	-17.438833	14.659757	expresso	2	10176	3000	3G	-65	-8	-	-	-	CALL_END	608-03-3000-2-10176 VOICE SEQUENCE:9	V
2025.07.18_22.33.20	-17.439019	14.659832	expresso	2	11715	3000	3G	-61	-4	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-10176-10662-29:608-03-3000-2-11715-10662-29	V
2025.07.18_22.33.41	-17.4392	14.659893	expresso	2	11715	3000	3G	-65	-3	-	-	-		START PING	V
2025.07.18_22.33.42	-17.439292	14.659922	expresso	2	11715	3000	3G	-57	-3	-	-	-	CALL_END	608-03-3000-2-11715	I
2025.07.18_22.33.43	-17.439292	14.659922	expresso	2	11715	3000	3G	-57	-3	-	-	-		START UPLOAD	I
2025.07.18_22.33.45	-17.439292	14.659922	NO COVERAGE	0	-1		--	-200	-3	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.45	-17.439292	14.659922		2	11715	3000	3G	-113	-3	-	-	-	IN_COVERAGE		I
2025.07.18_22.33.46	-17.439292	14.659922	NO COVERAGE	0	-1		--	-200	-3	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.46	-17.439292	14.659922		1171	5	4112	4G	-113	-3	-	-	-51	IN_COVERAGE		I
2025.07.18_22.33.46	-17.439292	14.659922		1171	5	4112	4G	-72	-6	13.0	-	-51	IRAT_CELL_RESELECTION_3G4G	608-03-3000-2-11715-10662-29:608-03-4112-1171-5-1673-329	I
2025.07.18_22.33.47	-17.439292	14.659922	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.47	-17.439292	14.659922		1171	5	4112	4G	-72	-6	13.0	-	-51	IN_COVERAGE		I
2025.07.18_22.33.48	-17.439292	14.659922	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.48	-17.439292	14.659922		1171	5	4112	4G	-74	-7	13.0	-	-51	IN_COVERAGE		I
2025.07.18_22.33.49	-17.439292	14.659922	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.49	-17.439292	14.659922		1171	5	4112	4G	-74	-7	13.0	-	-51	IN_COVERAGE		I
2025.07.18_22.33.50	-17.439292	14.659922	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.50	-17.439292	14.659922		1171	5	4112	4G	-75	-7	13.0	-	-51	IN_COVERAGE		I
2025.07.18_22.33.51	-17.439398	14.659936	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.51	-17.439398	14.659936		1171	5	4112	4G	-75	-7	13.0	-	-51	IN_COVERAGE		I
2025.07.18_22.33.52	-17.439398	14.659936	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.52	-17.439398	14.659936		1171	5	4112	4G	-79	-8	13.0	-	-51	IN_COVERAGE		I
2025.07.18_22.33.53	-17.439398	14.659936	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.33.53	-17.439398	14.659936		1171	5	4112	4G	-79	-8	13.0	-	-51	IN_COVERAGE		I
2025.07.18_22.33.56	-17.439398	14.659936	expresso	1171	5	4112	4G	-78	-9	11.0	-	-51		START DOWNLOAD	D
2025.07.18_22.34.39	-17.439474	14.660112	expresso	1171	5	4112	4G	-67	-10	3.0	-	-51	CALL_START	608-03-4112-1171-5 VOICE SEQUENCE:10	I
2025.07.18_22.34.41	-17.439474	14.660112	expresso	2	41713	3000	3G	-61	-4	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-4112-1171-5-1673-329:608-03-3000-2-41713-2947-7	V
2025.07.18_22.34.41	-17.439474	14.660112	expresso	2	41713	3000	3G	-61	-4	-	-	-	CSFB_4G3G	2040	V
2025.07.18_22.34.42	-17.439474	14.660112	expresso	2	41712	3000	3G	-61	-4	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-41713-2947-7:608-03-3000-2-41712-2947-7	V
2025.07.18_22.34.43	-17.439407	14.660181	expresso	2	41713	3000	3G	-51	-3	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-41712-2947-7:608-03-3000-2-41713-2947-7	V
2025.07.18_22.34.47	-17.439407	14.660181	expresso	2	41712	3000	3G	-61	-3	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-41713-2947-7:608-03-3000-2-41712-2947-7	V
2025.07.18_22.35.24	-17.439173	14.660506	expresso	2	41712	3000	3G	-53	-2	-	-	-	CALL_END	608-03-3000-2-41712 VOICE SEQUENCE:10	V
2025.07.18_22.35.57	-17.439064	14.66066	expresso	2	41712	3000	3G	-55	-	-	-	-		START PING	V
2025.07.18_22.35.59	-17.439064	14.66066	expresso	2	41712	3000	3G	-61	-	-	-	-	CALL_END	608-03-3000-2-41712	I
2025.07.18_22.35.59	-17.439064	14.66066	expresso	2	41712	3000	3G	-61	-	-	-	-		START UPLOAD	I
2025.07.18_22.36.02	-17.439064	14.66066	NO COVERAGE	0	-1		--	-200	-	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.02	-17.439064	14.66066		2	41712	3000	3G	-113	-	-	-	-	IN_COVERAGE		I
2025.07.18_22.36.03	-17.439064	14.66066	NO COVERAGE	0	-1		--	-200	-	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.03	-17.439064	14.66066		1171	5	4112	4G	-113	-	-	-	-51	IN_COVERAGE		I
2025.07.18_22.36.03	-17.439064	14.66066		1171	5	4112	4G	-72	-8	25.0	-	-51	IRAT_CELL_RESELECTION_3G4G	608-03-3000-2-41712-2947-7:608-03-4112-1171-5-1673-329	I
2025.07.18_22.36.04	-17.439064	14.66066	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.04	-17.439064	14.66066		1171	5	4112	4G	-72	-8	25.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.05	-17.439064	14.66066	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.05	-17.439064	14.66066		1171	5	4112	4G	-67	-8	25.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.06	-17.439064	14.66066	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.06	-17.439064	14.66066		1171	5	4112	4G	-67	-8	22.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.07	-17.439064	14.66066	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.07	-17.439064	14.66066		1171	5	4112	4G	-67	-7	22.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.08	-17.439011	14.66074	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.08	-17.439011	14.66074		1171	5	4112	4G	-67	-7	22.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.09	-17.439011	14.66074	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.09	-17.439011	14.66074		1171	5	4112	4G	-68	-8	22.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.10	-17.439011	14.66074	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.10	-17.439011	14.66074		1171	5	4112	4G	-68	-8	20.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.11	-17.439011	14.66074	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.11	-17.439011	14.66074		1171	5	4112	4G	-70	-7	20.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.12	-17.439011	14.66074		1171	5	4112	4G	-70	-7	20.0	-	-51		START DOWNLOAD	I
2025.07.18_22.36.12	-17.439011	14.66074	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.12	-17.439011	14.66074		1171	5	4112	4G	-70	-7	20.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.13	-17.439011	14.66074	NO COVERAGE		-1		--	-200	-7	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.13	-17.439011	14.66074		1171	5	4112	4G	-72	-8	20.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.14	-17.438954	14.660816	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.14	-17.438954	14.660816		1171	5	4112	4G	-72	-8	20.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.15	-17.438954	14.660816	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.15	-17.438954	14.660816		1171	5	4112	4G	-73	-8	17.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.16	-17.438954	14.660816	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.16	-17.438954	14.660816		1171	5	4112	4G	-73	-8	17.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.17	-17.438954	14.660816	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.17	-17.438954	14.660816		1171	5	4112	4G	-70	-8	17.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.18	-17.438954	14.660816	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.18	-17.438954	14.660816		1171	5	4112	4G	-70	-8	17.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.19	-17.438954	14.660816	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.36.19	-17.438954	14.660816		1171	5	4112	4G	-70	-8	17.0	-	-51	IN_COVERAGE		I
2025.07.18_22.36.54	-17.438789	14.661166	expresso	1171	5	4112	4G	-75	-7	14.0	-	-51	CALL_START	608-03-4112-1171-5 VOICE SEQUENCE:11	I
2025.07.18_22.36.57	-17.438789	14.661166	expresso	2	11717	3000	3G	-73	-6	-	-	-	CSFB_4G3G	2295	V
2025.07.18_22.36.57	-17.438789	14.661166	expresso	2	11717	3000	3G	-73	-6	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-4112-1171-5-1673-329:608-03-3000-2-11717-10687-5	V
2025.07.18_22.36.59	-17.438789	14.661166	expresso	2	11718	3000	3G	-71	-6	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-11717-10687-5:608-03-3000-2-11718-10687-5	V
2025.07.18_22.37.00	-17.438789	14.661166	expresso	2	11717	3000	3G	-67	-5	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-11718-10687-5:608-03-3000-2-11717-10687-5	V
2025.07.18_22.37.04	-17.438733	14.661242	expresso	2	11718	3000	3G	-71	-4	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-11717-10687-5:608-03-3000-2-11718-10687-5	VD
2025.07.18_22.37.39	-17.438733	14.661242	expresso	2	11718	3000	3G	-63	-	-	-	-	CALL_END	608-03-3000-2-11718 VOICE SEQUENCE:11	V
2025.07.18_22.38.13	-17.438733	14.661242	expresso	2	11718	3000	3G	-61	-2	-	-	-		START PING	V
2025.07.18_22.38.16	-17.438813	14.66129	expresso	2	11718	3000	3G	-63	-2	-	-	-	CALL_END	608-03-3000-2-11718	D
2025.07.18_22.38.17	-17.438813	14.66129	expresso	2	11718	3000	3G	-63	-2	-	-	-		START UPLOAD	D
2025.07.18_22.38.19	-17.438813	14.66129	NO COVERAGE	0	-1		--	-200	-2	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.19	-17.438813	14.66129		1171	5	4112	4G	-55	-2	-	-	-51	IN_COVERAGE		I
2025.07.18_22.38.19	-17.438813	14.66129		1171	5	4112	4G	-74	-8	6.0	-	-51	IRAT_HANDOVER_DATA_3G4G	608-03-3000-2-11718-10687-5:608-03-4112-1171-5-1673-329	I
2025.07.18_22.38.20	-17.438813	14.66129	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.20	-17.438813	14.66129		1171	5	4112	4G	-74	-8	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.21	-17.438813	14.66129	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.21	-17.438813	14.66129		1171	5	4112	4G	-74	-8	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.22	-17.438813	14.66129	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.22	-17.438813	14.66129		1171	5	4112	4G	-74	-8	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.23	-17.438813	14.66129	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.23	-17.438813	14.66129		1171	5	4112	4G	-72	-10	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.24	-17.438813	14.66129	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.24	-17.438813	14.66129		1171	5	4112	4G	-72	-10	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.25	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.25	-17.438908	14.661302		1171	5	4112	4G	-71	-11	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.26	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.26	-17.438908	14.661302		1171	5	4112	4G	-71	-11	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.27	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.27	-17.438908	14.661302		1171	5	4112	4G	-71	-9	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.28	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.28	-17.438908	14.661302		1171	5	4112	4G	-71	-9	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.29	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-9	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.29	-17.438908	14.661302		1171	5	4112	4G	-74	-10	6.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.30	-17.438908	14.661302		1171	5	4112	4G	-74	-10	9.0	-	-51		START DOWNLOAD	I
2025.07.18_22.38.30	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.30	-17.438908	14.661302		1171	5	4112	4G	-74	-10	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.31	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.31	-17.438908	14.661302		1171	5	4112	4G	-69	-11	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.32	-17.438908	14.661302	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.32	-17.438908	14.661302		1171	5	4112	4G	-69	-11	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.33	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-11	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.33	-17.438995	14.661355		1171	5	4112	4G	-69	-10	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.34	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.34	-17.438995	14.661355		1171	5	4112	4G	-69	-10	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.35	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.35	-17.438995	14.661355		1171	5	4112	4G	-70	-8	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.36	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.36	-17.438995	14.661355		1171	5	4112	4G	-70	-8	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.37	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.37	-17.438995	14.661355		1171	5	4112	4G	-72	-6	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.38	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.38	-17.438995	14.661355		1171	5	4112	4G	-72	-6	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.39	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-6	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.39	-17.438995	14.661355		1171	5	4112	4G	-62	-10	8.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.40	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.40	-17.438995	14.661355		1171	5	4112	4G	-62	-10	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.41	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.41	-17.438995	14.661355		1171	5	4112	4G	-73	-8	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.42	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.42	-17.438995	14.661355		1171	5	4112	4G	-73	-8	8.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.43	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.43	-17.438995	14.661355		1171	5	4112	4G	-72	-8	8.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.44	-17.438995	14.661355	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.44	-17.438995	14.661355		1171	5	4112	4G	-72	-8	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.45	-17.439068	14.661412	NO COVERAGE		-1		--	-200	-8	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.45	-17.439068	14.661412		1171	5	4112	4G	-72	-10	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.46	-17.439068	14.661412	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.46	-17.439068	14.661412		1171	5	4112	4G	-72	-10	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.38.47	-17.439068	14.661412	NO COVERAGE		-1		--	-200	-10	-	-	-	NO_COVERAGE		I
2025.07.18_22.38.47	-17.439068	14.661412		1171	5	4112	4G	-72	-10	9.0	-	-51	IN_COVERAGE		I
2025.07.18_22.39.12	-17.439291	14.661597	expresso	1171	5	4112	4G	-72	-10	8.0	-	-51	CALL_START	608-03-4112-1171-5 VOICE SEQUENCE:12	I
2025.07.18_22.39.13	-17.439291	14.661597	expresso	2	11717	3000	3G	-59	-4	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-03-4112-1171-5-1673-329:608-03-3000-2-11717-10687-5	V
2025.07.18_22.39.13	-17.439291	14.661597	expresso	2	11717	3000	3G	-59	-4	-	-	-	CSFB_4G3G	1435	V
2025.07.18_22.39.57	-17.439542	14.661889	expresso	2	11717	3000	3G	-57	-3	-	-	-	CALL_END	608-03-3000-2-11717 VOICE SEQUENCE:12	V
2025.07.18_22.40.00	-17.439542	14.661889	expresso	2	11718	3000	3G	-61	-2	-	-	-	HANDOVER_VOICE_3G3G	608-03-3000-2-11717-10687-5:608-03-3000-2-11718-10687-5	V
2025.07.18_22.40.30	-17.439603	14.661958	expresso	2	11718	3000	3G	-63	-2	-	-	-		START PING	V
2025.07.18_22.40.32	-17.439603	14.661958	expresso	2	11718	3000	3G	-61	-3	-	-	-	CALL_END	608-03-3000-2-11718	D
2025.07.18_22.40.33	-17.439603	14.661958	expresso	1171	3	4112	4G	-65	-12	7.0	-	-51	IRAT_HANDOVER_DATA_3G4G	608-03-3000-2-11718-10687-5:608-03-4112-1171-3-6200-328	D
